Value/K,Name,Description,IsSummary,IsDefault,IsActive
6190,Otras actividades de telecomunicación.,"Esta clase incluye: - suministro de aplicaciones especializadas de telecomunicaciones, tales como seguimiento satelital, comunicaciones de telemetría, y operaciones de estación radial- operación de estaciones terminales satelitales y de instalaciones asociadas operativamente conectadas con uno o más sistemas de comunicaciones terrestres y capaces de la transmisión de telecomunicaciones o la recepción de telecomunicaciones desde los sistemas satelitales - provisión de acceso a Internet a través de redes entre el cliente y el Proveedor de Servicios de Internet que no es propiedad o es controlado por el Proveedor de Servicios de Internet, tales como acceso a Internet por medio de línea telefónica etc. provisión de VOIP (Voice Over Internet Protocol, servicio de llamadas telefónicas por Internet) - revendedores de telecomunicaciones (es decir comprando y revendiendo capacidad de la red sin el abastecimiento de servicios adicionales). Esta clase excluye: provisión de acceso a Internet por operadores de infraestructura de telecomunicaciones, ver 6110, 6120, 6130.",N,N,Y
6201,Actividades de programación informática.,"Esta clase incluye las actividades de elaboración, modificación, prueba y soporte de software para encontrar las necesidades de un cliente particular. Esta clase excluye: publicación de software empaquetado, ver 5820; planeamiento y diseńo de sistemas computarizados que integran el hardware, software y tecnologías de la comunicación, incluso aunque suministran software como una parte integral.ver 6202 ",N,N,Y
6202,Actividades de consultoría informática y actividades de administración de medios informáticos.,"Esta clase incluye el planeamiento y diseńo de sistemas computacionales que integran el hardware, software y tecnologías de la comunicación. Las unidades clasificadas en esta clase pueden proveer los componentes de software y hardware de los sistemas como parte de sus servicios integrados o estos componentes pueden ser provistos por terceras partes o vendedores. Las unidades clasificadas en esta clase a menudo instalan el sistema y capacitan y apoyan a los usuarios del sistema. Esta clase también incluye la provisión de gestión y operación en el lugar, de sistemas computarizados y/o instalaciones de procesamiento de datos, así como también servicios de soporte relacionados.",N,N,Y
6209,Otras actividades del servicio de tecnología de la información.,"Esta clase incluye otra tecnología de información y actividades relacionadas a la computación no clasificadas en otra parte tales como: recuperación ante desastres computacionales; instalación de software. Esta clase excluye: programación de computadoras, ver 6201, consultoría en computación, ver 6202; gestión de instalaciones computacionales, ver 6202; procesamiento de datos y hospedaje (hosting), ver 6311,",N,N,Y
6311,"Procesamiento de Datos, Hosting y Actividades Conexas.","Esta clase incluye las actividades de suministro de infraestructura para hospedaje (hosting), servicios de procesamiento de datos y actividades relacionadas. Está incluida las actividades de hospedaje especializada tales como servidores Web, servicios de transferencia o aplicación de hosting, aplicación de aprovisionamiento de servicio, instalaciones de computadoras centrales generales de tiempo compartido a clientes. Las actividades de procesamiento de datos incluyen procesamiento completo y reportes especializados de datos suministrados por clientes o provisión automatizada de procesamiento de datos y servicio de entrada de datos.",N,N,Y
6312,Portales Web.,"Esta clase incluye la operación de sitios Web que usan un mecanismo que genera y mantiene extensas bases de datos de direcciones de Internet y las mantiene en un formato de fácil búsqueda. Esta clase también incluye operación de otros sitios Web que actúan como portales de Internet, tales como sitios de medios que proveen periódicamente contenido actualizado.",N,N,Y
6321,Actividades de Agencias de Noticias.,"Esta clase incluye: actividades de agencias de noticias y de consorcios de estas que proveen noticias, imágenes y reportajes en los medios de comunicación. Esta clase excluye: actividades de foto reporteros (reporteros gráficos) independientes, ver 7420; actividades de periodistas independientes, ver 9000",N,N,Y
6329,Otros Servicios de Información.,"Esta clase incluye otras actividades de servicio de información no clasificada en otra parte tales como: servicios de información por teléfono; servicios de búsqueda de información a cambio de una retribución o por contrato; servicio de recortes de noticias, servicios de recorte de prensa, etc. Esta clase excluye: actividades de centros de llamado, ver 8220 ",N,N,Y
6411,Banca Central.,Esta clase incluye: emisión y administración de dinero de los países; monitoreo y control del suministro de dinero; toma de depósitos que son usados para compensaciones entre instituciones financieras; supervisión de operaciones bancarias; mantención de las reservas internacionales de un país; interpretar el rol de banquero del gobierno. Las actividades de los bancos centrales variarán por razones institucionales,N,N,Y
6419,Otros Tipos de Intermediación Monetaria.,"Esta clase incluye la recepción de depósitos y/o sustitutos cercanos para depósitos y extensión de fondos de crédito o préstamos. El otorgamiento de créditos puede tomar una variedad de formas, tales como préstamos, hipotecas, tarjetas de crédito etc.; Estas actividades son generalmente realizadas por instituciones monetarias aparte del banco central, tales como: bancos, bancos de ahorro, cooperativas de crédito. Esta clase también incluye: giros postales y actividades postales de bancos de ahorro; instituciones especializadas de otorgamiento de crédito para vivienda que también reciben depósitos. Esta clase excluye: instituciones no depositarias que otorgan crédito para viviendas, ver 6492; actividades de procesamiento y liquidación de transacciones de tarjetas de crédito, ver 6619,",N,N,Y
6420,Actividades de sociedades de control (holding).,"Esta clase incluye las actividades de sociedades de control, es decir, unidades que controlan activos (poseedoras de algún nivel de control de capital) de un grupo de corporaciones subsidiarias cuya actividad principal es la propiedad del grupo. Las compańías o sociedades de control en esta clase no proveen otro servicio al negocios en el cual el capital es mantenido, es decir, ellos no administran o gerencian otras unidades. Esta clase excluye: actividades de gerencia de compańías y empresas, planeamiento estratégico y toma de decisiones de la compańía, ver 7010",N,N,Y
6430,"Fideicomisos, fondos y otras fuentes de financiamiento.","Esta clase incluye las entidades legales organizadas para reunir valores u otros activos financieros, sin gerenciarlos (de gestionar o administrar), en beneficio de accionistas o beneficiarios. Los portafolios son diseńados para alcanzar características especiales de inversión, tales como diversificación, riesgo, tasa o retorno y volatilidad de precio. Estas entidades ganan intereses, dividendos y otros ingresos por propiedad, pero casi no tienen o tienen muy poco empleo y no generan ingresos de la venta de servicios. Esta clase excluye: fondos y fideicomisos que ganan ingresos de la venta de bienes o servicios, ver en la CIIU, la clase correspondiente a su principal actividad; actividades de sociedades de control, ver 6420; fondos de pensiones, ver 6530; gestión de fondos, ver 6630",N,N,Y
6491,Arrendamiento Financiero.,"Esta clase incluye: el arriendo donde el plazo cubre aproximadamente la esperanza de vida del activo y el arrendatario adquiere sustancialmente todos los beneficios de su uso y toma todos los riesgos asociados con su propiedad. La propiedad del activo puede o no eventualmente ser transferida. Tales arriendos cubren todo o virtualmente todos los costos incluso el interés. Esta clase excluye: arrendamiento operativo, ver división 77, de acuerdo al tipo de bien arrendado.",N,N,Y
6492,Otros Tipos de Crédito.,"Esta clase incluye actividades de servicio financiero principalmente concernientes con el otorgamiento de préstamos por instituciones no involucradas en la intermediación monetaria (tales como compańías de capital de riesgo, bancos industriales, clubes de inversión), donde el otorgamiento de crédito puede tomar una variedad de formas, tales como préstamos, hipotecas, tarjetas de crédito etc. Ellos proveen los siguientes tipo de servicio: otorgamiento de crédito de consumo; financiamiento para comercio internacional; provisión de financiamiento a largo plazo para la industria a través de bancos industriales; préstamos de dinero fuera del sistema bancario; otorgamiento de créditos para vivienda por instituciones especializadas no depositarias; casas de empeńo y prestamistas. Esta clase excluye: otorgamiento de crédito para vivienda por instituciones especializadas que también toman depósitos, ver 6419; arrendamiento operativo, ver división 77, de acuerdo al tipo de bien arrendado.",N,N,Y
6499,"Otras Actividades Financieras, Excepto Seguros y de Fondos de Pensiones.","Esta clase incluye: otras actividades de servicio financiero principalmente involucradas con la distribución de fondos aparte de otorgar préstamos: actividades de factoraje (factoring); extensión o lanzamiento de swaps, opciones y otros acuerdos de cobertura; actividades de compańías de convenios de liquidación por adelantado. Esta clase excluye: arrendamiento financiero, ver 6491; transacción de valores en beneficio de otros, ver 6612; comercio, arriendo y alquiler de propiedades inmobiliarias, ver división 68; cobranza de obligaciones sin la compra de deuda, ver 8291; actividades de entrega de subsidios por organizaciones de miembros, ver 9499",N,N,Y
6511,Seguros de Vida.,"Esta clase incluye: anualidades aseguradas y pólizas de seguro de vida, pólizas de seguro por incapacidad, y pólizas de seguro por muerte accidental y desmembramiento (con o sin sustanciales elementos de ahorro",N,N,Y
6512,Seguros Generales.,"Esta clase incluye: provisión de servicios de seguro aparte de seguros de vida: seguros de incendio y accidentes; seguros de salud, seguros de viaje, seguros de propiedad, seguros de motores, marino, aéreo y de transporte, seguros de responsabilidad civil y pérdida pecuniaria.",N,N,Y
6520,Reaseguros.,Esta clase incluye las actividades de asumir parte o todo el riesgo asociado con las pólizas de seguro existentes originalmente aseguradas por otras aseguradoras.,N,N,Y
6530,Fondos de pensión.,"Esta clase incluye entidades legales (es decir fondos, planes y/o programas) organizados para proveer beneficios de ingreso por jubilación exclusivamente para los empleados de un patrocinador o miembros. Estos incluyen planes de pensión con beneficios definidos, así como también planes individuales donde los beneficios son simplemente definidos a través de la contribución de los miembros. Esta clase incluye: planes de beneficios para empleados, planes y fondos de pensiones, planes de jubilación. Esta clase excluye: administración de fondos de pensiones, ver 6630; planes de seguridad social obligatorio, ver 8430",N,N,Y
6611,Administración de Mercados Financieros.,"Esta clase incluye la operación y servicio de mercados además de las autoridades públicas, tales como: intercambio de contratos de comoditis (materias primas, productos básicos); intercambio de futuros de contratos de comoditis (materias primas, productos básicos); intercambio de valores; intercambio de acciones; intercambio de opciones de comoditis o acciones.",N,N,Y
6612,Títulos de Valor y Contratos de Corretaje de Materias Primas.,"Esta clase incluye: operaciones en mercados financieros en beneficio de otros (ej. sociedad de bolsa) y actividades relacionadas; corretaje de valores, corretaje de contratos de comoditis; oficinas de cambio etc. Esta clase excluye: operaciones en mercados a propia cuenta, ver 6499",N,N,Y
6619,Otras Actividades Auxiliares a las Actividades de Servicios Financieros.,"Esta clase incluye actividades auxiliares a los servicios financieros ncp: actividades de liquidación y procesamiento de transacciones financieras, incluso transacciones con tarjetas de crédito; servicios de asesoría en inversiones; actividades de asesorías en hipotecas y corredores. Esta clase también incluye: servicios de fideicomisario, fiduciario y custodia a cambio de una retribución o por contrato. Esta clase excluye: actividades de agentes y corredores de seguros, ver 6622; administración de fondos, ver 6630",N,N,Y
6621,Evaluación de Riesgos y Dańos.,"Esta clase incluye la provisión de administración de servicios de seguro, tales como evaluación y liquidación de reclamos de seguros. Esta clase incluye: evaluación de reclamos de seguros: ajustes de reclamos, evaluación de riesgo, evaluación de riesgo y dańo, promedio y ajuste por pérdida; liquidación de reclamos. Esta clase excluye: valoración de bienes inmobiliarios, ver 6820; valoración para otros propósitos, ver 7490; actividades de investigación, ver 8030",N,N,Y
6622,Actividades de los Agentes y Corredores de Seguro.,"Esta clase incluye las actividades de agentes y corredores de seguro (intermediarios de seguro) en venta, negociación o solicitud de anualidades y pólizas de seguro y reaseguro.",N,N,Y
6629,Otras Actividades Auxiliares de Seguros y Fondos de Pensiones.,"Esta clase incluye: actividades involucradas en o actividades cercanamente relacionadas a seguros y fondos de pensiones (excepto ajustes de reclamos y actividades de agentes de seguros): administración del salvamento, servicios actuariales. Esta clase excluye: actividades de salvamento marítimo, ver 5222",N,N,Y
6630,Actividades de administración de fondos.,"Esta clase incluye actividades de administración de fondos y portafolios a cambio de una retribución y por contrato, tales como: administración de fondos mutuos; administración de otros fondos de inversión; administración de fondos de pensiones.",N,N,Y
6810,Actividades inmobiliarias con bienes propios o arrendados,"Esta clase incluye: compra, venta, alquiler y operación de propiedades inmobiliarias propias o arrendadas: edificios de apartamentos y viviendas, edificios no residenciales, incluso salas de exhibición, instalaciones para almacenaje, malls y centros comerciales, tierras; proporcionamiento de hogares y apartamentos amoblados o no amoblados para uso típicamente más que un mes o ańo. Esta clase también incluye: desarrollo de proyectos de edificación para su propia explotación, alquiler de espacios en ese edificio; subdivisión de propiedades inmobiliarias en lotes, sin mejoramiento de tierra; explotación de zonas residenciales para viviendas móviles Esta clase excluye: desarrollo de proyectos de edificación para venta, ver 4100; subdivisión y mejoramiento de tierra, ver 4290; explotación de hoteles, casa de huéspedes, campamentos corrientes, campamentos para casas rodantes y otros lugares de alojamiento no residenciales o para corta estadía, ve 5510, 5520; explotación de suites de hoteles y alojamientos similares, ver 5510",N,N,Y
6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata.,"Esta clase incluye la provisión de actividades inmobiliarias a cambio de una retribución o por contrata incluyendo servicios inmobiliarios relacionados: actividades de agentes y corredores inmobiliarios; intermediación en compra, venta y alquiler de propiedades inmobiliarias a cambio de una retribución o por contrato; servicios de tasación de propiedades inmobiliarias; agentes inmobiliarios de fideicomiso. Esta clase excluye: actividades legales, ver 6910; servicios complementarios a instalaciones, ver 8110; administración de instalaciones, tales como bases militares, prisiones y otras instalaciones (excepto administración de instalaciones computarizadas, ver 8110)",N,N,Y
6910,Actividades jurídicas.,"Esta clase incluye: representación legal de una parte interesada en contra de otra parte sea o no ante cortes u otros cuerpos judiciales por o bajo supervisión de, personas quienes son miembros de la abogacía: asesoría y representación en casos civiles, asesoría y representación en acciones criminales, asesoría y representación en conexión con disputas laborales; asesoramiento en general, preparación de documentos legales: escrituras de constitución, contratos de sociedad colectiva y documentos similares para la formación de sociedades: patentes y derechos de autor; preparación de escrituras, testamentos, fideicomisos, etc.; otras actividades de notarías públicas, notarías de derecho civil; alguaciles; árbitros; examinadores y mediadores. Esta clase excluye: actividades de cortes legales, ver 8423",N,N,Y
6920,"Actividades de contabilidad, teneduría de libros y auditorías; asesoramiento en materia de impuestos.","Esta clase incluye: registro de transacciones comerciales de negocios u otros; preparación de auditorias de cuentas financieras; examinación de cuentas y certificación de su exactitud; preparación de declaraciones de ingresos para personas y empresas; actividades de asesoría y representación (otras además de representación legal) a nombre de clientes ante las autoridades recaudadoras de impuestos. Esta clase excluye: procesamiento de datos y actividades de tabulación, ver 6311; asesoramiento en materia de administración de empresas tales como diseńo de sistemas de contabilidad, programas de contabilidad de costos, procedimientos de control de presupuestos, ver 7020; cobranza de cuentas, ver 8291",N,N,Y
7010,Actividades de oficinas centrales (sociedades de carteras).,"Esta clase incluye la supervisión y gerencia de otras unidades de la compańía o empresa; emprendimiento de estrategia o planeación organizacional y la toma de decisiones de la compańía o empresas. Las unidades en esta clase ejercen control operacional y dirigen las operaciones del día a día de sus unidades conexas. Esta clase incluye: oficinas centrales; oficinas administrativas centralizadas; oficinas corporativas; oficinas distritales (de distrito) y regionales; oficinas subsidiarias de la gerencia. Esta clase excluye: actividades de holdings, ver 6420",N,N,Y
7020,Actividades de administración de empresas y de consultoría sobre administración de empresas.,"Esta clase incluye la provisión de asesoría, orientación y asistencia operacional a negocios y otras organizaciones en temas de gestión, tales como planeación estratégica y organizacional; decisiones en áreas que son financieras por naturaleza; políticas y objetivos de marketing; políticas de recursos humanos, prácticas y planeamiento; programación y planeación del control de la producción. Esta provisión de servicios de negocios puede incluir asesoría, orientación o asistencia operacional a negocios y servicios públicos respecto a: relaciones públicas y comunicación; actividades de lobby, diseńo de métodos o procedimientos de contabilidad, programas de contabilidad de costos, procedimientos de control de presupuestos; asesoría y ayuda a negocios y servicios públicos en planificación, organización, eficiencia y control, gestión de información, etc. Esta clase excluye: diseńo de software de computadoras para sistemas de contabilidad, ver 6201; asesoría legal y representación, ver 6910; actividades de contabilidad, teneduría de libros y auditoria, consultas tributarias, ver 6920; arquitectura, ingeniería, y otras actividades de asesoría técnica, ver 7110, 7490; actividades publicitarias, ver 7310; investigación de mercado y encuestas de opinión pública, ver 7320; servicios de consultoría y búsqueda o ubicación de ejecutivos, ver 8550",N,N,Y
7110,Actividades de arquitectura e ingeniería; y actividades conexas de asesoramiento técnico.,"Esta clase incluye la provisión de servicios de arquitectura, ingeniería, trazado de planos, inspección de edificios y servicios de agrimensura y cartografía y similares. Esta incluye: actividades de consultoría en arquitectura: diseńo de edificios y trazado de planos; planeamiento de pueblos y ciudades (urbano) y arquitectura de paisajes; diseńo de maquinaría, de control de proceso industrial y de plantas industriales; diseńos y consultoria en ingeniería para: proyectos involucrados en ingeniería civil, hidráulica y de transporte; elaboración y realización de proyectos de ingeniería eléctrica y electrónica, ingeniería de minas, ingeniería química, mecánica, industrial, y de ingeniería de sistemas y de seguridad; proyectos de gestión de agua; elaboración de proyectos usando aire acondicionado, refrigeración, ingeniería de control sanitaria y de la contaminación, ingeniería acústica, etc.; mediciones geofísicas, geológicas y sísmicas; actividades de medición geodésica: medición de tierras y límites; actividades de medición hidrológicas; actividades de medición de la sub-superficie; cartografía y actividades de información espacial. Esta clase excluye: perforaciones de prueba en conexión con la explotación minera, ver 0910, 0990; desarrollo y publicación de software asociados, ver 5820, 6201; actividades de consultoría en computación, ver 6202, 6209; pruebas técnicas, ver 7120; actividades de investigación y desarrollo relacionadas a la ingeniería, ver 7210; decoración de interiores, ver 7410; fotografía aérea, ver 7420.",N,N,Y
7120,Ensayos y análisis técnicos.,"Esta clase incluye la realización de pruebas físicas, químicas y otro tipo de análisis de todo tipo de materiales y productos, incluso: pruebas acústicas y vibratorias; pruebas de composición y pureza de minerales, etc.; actividades de prueba en el campo de higiene de alimentos, incluso pruebas veterinarias y de control en relación a la producción de alimentos; pruebas de características físicas y realizadas de materiales, tales como fuerza, espesor, durabilidad, radioactividad, etc.; pruebas de capacidad y fiabilidad; realización de pruebas de maquinaría completa: motores, automóviles, equipos electrónicos, etc.; pruebas radiográficas de soldaduras y articulaciones, análisis de fallas; pruebas y mediciones de indicadores ambientales: contaminación del aire y agua etc.: certificación de productos, incluso bienes de consumo; vehículos automotores, aeronaves, contenedores presurizados, plantas nucleares, etc.; pruebas periódicas de seguridad en caminos de vehículos automotores; pruebas con uso de modelos o maquetas de tamańo natural (ejemplo de aeronaves, buques, represas etc.) operación de laboratorios policiales. Esta clase excluye: pruebas de muestras animales, ver 7500",N,N,Y
7210,Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.,"Esta clase incluye: investigación y desarrollo experimental en ciencias naturales e ingeniería además de investigación biotecnológica y desarrollo experimental: investigación y desarrollo en ciencias naturales;  investigación y desarrollo en tecnología e ingeniería; investigación y desarrollo en ciencias médicas; investigación y desarrollo en biotecnología; investigación y desarrollo en ciencias agrícolas; investigación interdisciplinaria y desarrollo, predominantemente en ciencias naturales e ingeniería.",N,N,Y
7220,Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades.,"Esta clase incluye: Investigación y desarrollo en ciencias sociales; investigación y desarrollo en humanidades; investigación interdisciplinaria, predominantemente en ciencias sociales y humanidades. Esta división excluye: investigación de mercado, ver 7320",N,N,Y
7310,Publicidad.,"Esta clase incluye la provisión de una completa gama de servicios publicitarios (a través de habilidades internas o subcontratación), incluyendo asesoría, servicios creativos, producción de material publicitario, planeamiento de medios, y compras. Esta clase incluye: creación y realización de campańas de publicidad: creación y realización de anuncios en diarios, periódicos, radio, televisión, Internet y otros medios; creación y montaje de publicidad exterior, ejemplo carteles, paneles, boletines y carteleras, decoración de escaparates, diseńo de salas de exhibición, colocación de anuncios en automóviles y autobuses, etc.; representación de medios, venta de tiempo y espacios para varios medios solicitantes de publicidad; publicidad aérea; distribución o entrega de material publicitario o muestras; provisión de espacios publicitarios en carteles, etc.; creación de stands o puestos y otras estructuras y sitios de exhibición; conducción de campańas de marketing y otros servicios publicitarios con el objetivo de atraer y retener clientes; promoción de productos; marketing en puntos de venta; publicidad directa vía correo; consultoría en marketing. Esta clase excluye: publicación de material publicitario, ver 5819; producción de mensajes comerciales para radio, televisión y películas, ver 5911; actividades de relaciones públicas, ver 7020; investigación de mercado, ver 7320. fotografía publicitaria, ver 7420; organización de eventos comerciales y convenciones, ver 8230; actividades de envío de correo (direccional, pre seleccionar etc.) ver 8299.",N,N,Y
7320,Investigación de mercados y encuestas de opinión públicas.,"Esta clase incluye: investigación en mercados potenciales, aceptación y familiaridad de productos y hábitos de compra de los consumidores para el propósito de promoción de ventas y desarrollo de nuevos productos, incluso análisis estadísticos de resultados; investigación en opiniones colectivas del público acerca política, economía y temas sociales y análisis estadísticos de los mismos.",N,N,Y
7410,Actividades especializadas de diseńo.,"Esta clase incluye: diseńo de modas relacionado a textiles, prendas de vestir, zapatos, joyas, muebles y otras decoraciones de interior y otros bienes de moda así como también otros artículos personales o domésticos; servicios de diseńadores gráficos; actividades de decoradores de interiores. Esta clase excluye: diseńos de arquitectura e ingeniería, ver 7110.",N,N,Y
7420,Actividades de fotografía.,"Esta clase incluye: producción fotográfica comercial ya para consumidores: retratos fotográficos para pasaportes, escuelas, bodas, etc.; fotografía para uso comercial, editorial, moda, inmobiliario o turístico; fotografía aérea; video grabaciones de eventos: bodas, reuniones, etc.; procesamiento de rollos: revelado, impresión y ampliado de los negativos de clientes o rollos de cine; laboratorios de revelado e impresión de fotos; foto shops de una hora (no como parte de una tienda de cámaras); montaje de diapositivas; copia y restauración o retoque transparente en conexión con fotografías; actividades de foto reporteros. Esta clase también incluye: microfilm de documentos. Esta clase excluye: procesamiento de filmes de las industrias cinematográfica y de televisión, ver 5911; actividades de cartografía e información espacial, ver 7110",N,N,Y
7490,"Otras actividades profesionales, científicas y técnicas.","Esta clase incluye una gran variedad de actividades de servicio generalmente entregadas a clientes comerciales. Esta clase incluye aquellas actividades para las cuales un mayor avance de los niveles de habilidad profesional, científico y técnico son requeridos, pero no incluye actualmente, funciones de rutinas de negocio que son generalmente de corta duración. Esta clase incluye: actividades de traducción e interpretación; actividades de corredor de negocios, organización de compra y venta de pequeńos y medianos negocios, incluso prácticas profesionales, pero no incluye corredor de bienes raíces; actividades de corredor de patentes (organización de la compra y venta de patentes); actividades de valoración aparte de para inmobiliarias y seguros (para antigüedades y joyas, etc.); auditoria de cuentas e información de fletes, actividades de aparejador; actividades de pronóstico del tiempo; consultoría en seguridad; consultoría en agronomía, consultoría ambiental, otras consultorías técnicas, actividades de consultores aparte de consultores en arquitectura, ingeniería y gestión. Esta clase también incluye: actividades realizadas por agencias en nombre de particulares para obtener contratos de actuación en películas cinematográficas, obras teatrales y otros espectáculos culturales y deportivos, y para ofertar libros, guiones, obras de arte, fotografías, etc., a editores, productores, etc. Esta clase excluye: venta al por mayor de vehículos automotores usados en subastas, ver 4510; actividades de subastas por Internet (on line) al detalle, ver 4791; actividades de casas de subasta (detalle) ver 4799; actividades de corredores inmobiliarios, ver 6820; actividades de teneduría de libros, ver 6920; actividades de consultores en gestión, ver 7020; actividades de consultores en arquitectura e ingeniería, ver 7110; diseńo de maquinaría e industrial, ver 7110; exhibición de anuncios y otros diseńos publicitarios, ver 7310; creación de puestos (stands) y otras estructuras y lugares de exhibición, ver 7310; actividades de aparejador, ver 7490; actividades de organizadores de eventos comerciales y convenciones, ver 8230; actividades de subastadores independientes, ver 8299; administración de programas de fidelización, ver 8299; asesoramiento en créditos de consumo y deuda, ver 8890; actividades de autores de libros científicos y técnicos, ver 9000; actividades de periodistas independientes, ver 9000",N,N,Y
7500,Actividades veterinarias.,"Esta clase incluye: actividades de control y cuidado de salud de animales para animales de granja; actividades de control y cuidado de salud de animales para animales domésticos. Estas actividades son llevadas a cabo por veterinarios calificados cuando trabajan en hospitales veterinarios así como también cuando visitan granjas, perreras u hogares, en sus propios consultorios y salas de cirugías o en algún otro lugar. Esta clase también incluye: actividades de asistentes de veterinario u otro personal auxiliar veterinario; actividades de diagnóstico clínico patológico y otros diagnósticos referente a animales; actividades de ambulancia para animales. Esta clase excluye: actividades de granjas de internado de animales sin cuidado de salud, ver 0162; trasquilado de ovejas, ver 0162; servicios de inspección sanitaria, arreo y pasturaje de ganado, capadura de aves de corral, ver 0162; actividades relacionadas a la inseminación artificial, ver 0162; actividades de internados de mascotas sin cuidado de la salud, ver 9609",N,N,Y
7710,Renta y alquiler de vehículos automotores.,"Esta clase incluye: alquiler y arrendamiento operacional de los siguientes tipos de vehículos: autos de pasajeros (sin chofer); camiones, remolques y vehículos recreacionales. Esta clase excluye: alquiler o arrendamiento de vehículos o camiones con chofer, ver 4922, 4923; arrendamiento financiero, ver 6491",N,N,Y
7721,Renta y Alquiler de Equipo de Recreo y Deportivo.,"Esta clase incluye el alquiler de equipo deportivo y recreacional: botes de placer, canoas, veleros; bicicletas; sillas de playa y sombrillas; otro equipo deportivos; esquís. Esta clase excluye: alquiler de cintas de video y discos, ver 7722; alquiler de otros bienes personales y domésticos, ver 7729; alquiler de equipo de placer y ocio como parte integral de instalaciones recreacionales, ver 9329",N,N,Y
7722,Alquiler de Cintas de Video y Discos.,"Esta clase incluye el alquiler de cintas de video, grabaciones, CDs, DVDs, etc.",N,N,Y
7729,Alquiler de Otros Efectos Personales y Enseres Domésticos.,"Esta clase incluye: el alquiler de todo tipo de bienes personales y domésticos, a casas o industrias (excepto equipo deportivo o recreacional): textiles, prendas de vestir y calzado; muebles, cerámica y vidrio, cocina y vajilla, equipo eléctrico y utensilios domésticos; joyería, instrumentos musicales, escenarios y disfraces; libros, diarios y revistas; maquinaría y equipo usado por aficionados o como pasatiempo, ejemplo herramientas para reparaciones domésticas; flores y plantas; equipo electrónico para todo uso. Esta clase excluye: alquiler de autos, camiones, remolques y vehículos recreacionales sin chofer, ver 7710; alquiler de artículos deportivos y recreacionales, ver 7721; alquiler de cintas de video y discos, ver 7722; alquiler de motocicletas y caravanas sin chofer, ver 7730; alquiler de muebles de oficina, ver 7730; provisión de lino, uniformes de trabajo y artículos relacionados para lavandería, ver 9601",N,N,Y
7730,"Alquiler de otros tipos de maquinaria, equipo y mercancías tangibles.","Esta clase incluye: alquiler y arrendamiento operacional de otra maquinaria y equipo que son generalmente usados como bienes de capital por industrias: motores y turbinas; máquinas herramienta; equipo de minería y para campos petroleros; equipo de comunicación profesional para radio y televisión; equipo de producción de películas; equipos de control y medida; otra maquinaria científica, comercial e industrial; alquiler y arrendamiento operacional de equipo de transporte terrestre (aparte de vehículos automotores) sin chóferes: motocicletas, caravanas y casas rodantes, etc. vehículos ferroviarios; alquiler y arrendamiento operacional de equipo de transporte acuático sin operador: botes comerciales y buques; alquiler y arrendamiento financiero de equipo de transporte aéreo sin operador: aeroplanos, globos aerostáticos; alquiler y arrendamiento financiero de quipo y maquinaria para la agricultura y silvicultura sin operador: alquiler de productos producidos por la clase 2821, tales como tractores agrícolas, etc.; alquiler y arrendamiento operacional de maquinaria y equipo de construcción y de ingeniería civil sin operador: grúas camión; andamios y plataformas de trabajo sin levantamiento ni desmantelación; alquiler y arrendamiento operacional de maquinaria y equipo de oficina sin operador: computadoras y equipo computacional periférico; maquinas duplicadoras, maquinas de escribir y maquinas procesadores de palabras; maquinaria y equipo de contabilidad: cajas registradoras, calculadoras electrónicas, etc. muebles de oficina. Esta clase también incluye: alquiler de alojamiento o contenedores para oficina; alquiler de contenedores; alquiler de palés (plataforma de tablas para almacenar y transportar mercancías). , alquiler de animales (ejemplo rebańos, caballos de carrera). Esta clase excluye: alquiler de maquinaria y equipo de agricultura y silvicultura con operador, ver 0161, 0240; alquiler de maquinaria o equipo de construcción y de ingeniería civil con operador, ver división 43; alquiler de equipo de transporte acuático con operador, ver división 50; alquiler de equipo de transporte aéreo ver división 51; arrendamiento financiero, ver 6491; alquiler de botes de placer, ver 7721; alquiler de bicicletas, ver 7721",N,N,Y
7740,Arrendamiento de activos no financieros intangibles.,"Esta clase incluye las actividades de dejar a otros usar activos no financieros por los cuales un pago por regalías o licencia es hecho al tenedor del activo. El uso de estos activos puede tomar varias formas, tales como permisos para reproducción, uso en procesos subsecuentes o productos, operación de negocios bajo franquicia, etc. Los actuales propietarios pueden o no pueden haber creado estos activos. Esta clase incluye: arrendamiento de activos no financieros intangibles (excepto trabajos de derecho de autor, tales como libros o software), recepción de regalías o licencias por el uso de: entidades patentadas; marcas registradas o servicios de marca; nombre de marcas, derechos de exploración mineral, acuerdos de franquicias, otros activos intangibles no financieros. Esta clase excluye: adquisición de derechos y publicación, ver división 58, 59; producción, reproducción y distribución de trabajos de derechos reservados (libros, software, películas) ver división 58, 59; arrendamiento de propiedades inmobiliarias, ver 681; arrendamiento de activos tangibles, ver grupos 771, 772, 773; alquiler de cintas de video y discos, ver 7722; alquiler de libros, ver 7729",N,N,Y
